group_count,group_id,id,type,num_standards_in_group,num_deviants_in_group,accumulated_payoff,mean_value,tolerance,deviant_mean_tolerance,num_groups
5,8,44,0,3,2,0.3708552122116089,0.32889569913763933,0.49502891954752815,0.125,13
5,8,44,0,3,2,0.7814826726913452,0.32889569913763933,0.49502891954752815,0.125,13
5,8,44,0,3,2,1.1019168376922608,0.32889569913763933,0.49502891954752815,0.125,13
5,8,44,0,3,2,1.3509469032287598,0.32889569913763933,0.49502891954752815,0.125,13
5,8,44,0,3,2,1.7899617671966552,0.32889569913763933,0.49502891954752815,0.125,13
5,8,44,0,3,2,2.2089770793914796,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,2.5713302850723267,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.052857404947281,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.1877863466739655,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.2992761716246606,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.5171079322695733,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.7549417153000832,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,3.978499574959278,0.32889569913763933,0.49502891954752815,0.125,13
4,8,44,0,3,1,4.2254570260643955,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,4.288073851168155,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,4.332477150857448,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,4.554484723508358,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,4.951690463721752,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,4.893898820877075,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,5.093193134665489,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,5.421981683373451,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,5.856466373801231,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,6.2437129527330395,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,6.384664332866668,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,6.407028075680136,0.32889569913763933,0.49502891954752815,0.125,13
2,8,44,0,2,0,6.484122377261519,0.32889569913763933,0.49502891954752815,0.125,13
