group_count,group_id,id,type,num_standards_in_group,num_deviants_in_group,accumulated_payoff,mean_value,tolerance,deviant_mean_tolerance,num_groups
5,10,50,0,4,1,0.4425490856170654,0.40448227390679453,0.2806365359555901,0.125,13
5,10,50,0,4,1,0.922407054901123,0.40448227390679453,0.2806365359555901,0.125,13
5,10,50,0,4,1,1.2541907310485838,0.40448227390679453,0.2806365359555901,0.125,13
5,10,50,0,4,1,1.7912632942199704,0.40448227390679453,0.2806365359555901,0.125,13
5,10,50,0,4,1,1.9557434320449827,0.40448227390679453,0.2806365359555901,0.125,13
5,10,50,0,4,1,2.123970890045166,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,2.3420009702444076,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,2.800056406855583,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,3.079864779114723,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,3.3606627970933913,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,3.6178837805986404,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,4.119563141465187,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,4.598361173272133,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,4.895504960417748,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,5.110177928209305,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,5.18876256197691,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,5.540960447490216,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,5.681987734138966,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,5.960339368879795,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,6.259742291271687,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,6.5039425358176235,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,6.963325576484204,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,7.069574290513993,0.40448227390679453,0.2806365359555901,0.125,13
4,10,50,0,3,1,7.309986987709999,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,7.270464850217104,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,7.270464850217104,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,7.740661657045592,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,7.67003712212488,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,8.422147631634672,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,8.526122595801986,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,8.598093053385263,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,9.207101231191588,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,10.012408646322063,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,10.993448582023527,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,11.630076336836373,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,11.837074511969638,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,12.194856283658975,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,13.091670147598949,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,13.12407982498798,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,13.180487593608028,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,13.623537648438854,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,14.216695116496634,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,14.410711161196634,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,14.916751305734804,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,15.498565345946485,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.182319188676388,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.133264529245924,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.411637711672526,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.496067741044335,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.665652890660247,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,16.749742279912873,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,17.206165054982755,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,17.58422656690423,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,18.092898318852107,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,18.660187621429333,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,19.183050022225387,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,19.367196143214077,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,19.837110593085246,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,20.138221706387547,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,20.3664673946023,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,20.6430606159122,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,21.135509239002563,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,21.49682458186489,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,21.889771375386715,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,22.809982577331308,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,23.4298439181537,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,23.86048923787319,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,24.059043313076884,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,24.674061899292266,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,25.07510412333738,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,25.031811138339027,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,25.24775055225371,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,25.459847885247157,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,25.859255584498698,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,26.49072213155768,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,26.759081807742024,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,27.525673574985955,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,27.765230256905546,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,28.235314696864165,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,28.23669989860031,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,28.939643775248786,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,29.302073276663684,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,29.84359178146308,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,30.140051438518345,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,30.640267911110328,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,30.964164685463185,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,31.65862669857598,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,31.841524006267765,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,32.644330886384104,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,33.460581124543864,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,33.82360416247669,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,34.202520659568556,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,34.828608572947175,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,35.43208307297098,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,35.89422019209451,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,36.61316529260117,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,36.952479070738306,0.40448227390679453,0.2806365359555901,0.125,13
0,-1,50,0,0,0,37.13611739460047,0.40448227390679453,0.2806365359555901,0.125,13
