# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
# letter_grades: true
# grading_error_alpha: 150.0
# grading_error_beta: 150.0
# agent_effort_alpha: 5.0
# agent_effort_beta: 3.0
# agent_std_effort: 0.01
# divorce_constant: 100.0
# agent_tolerance_alpha: 2.0
# agent_tolerance_beta: 3.0
# seed: 1
group_id,id,accumulated_payoff,mean_value,tolerance,strikes,step_grade,loafing_detected,grade_mean_index,grade_tolerance
4,11,68.90867066077315,0.7758049441090524,0.19616822836454786,1,D+,true,8,2
4,11,142.42988504618341,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,214.70958459758396,0.7758049441090524,0.19616822836454786,1,C-,false,8,2
4,11,290.3893034359646,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,362.4732401740505,0.7758049441090524,0.19616822836454786,1,C-,false,8,2
4,11,438.50142878797044,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,512.8077252601402,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,586.6413712600308,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,662.6332506310613,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,737.6515451972191,0.7758049441090524,0.19616822836454786,1,C,false,8,2
4,11,815.0210887500643,0.7758049441090524,0.19616822836454786,1,C+,false,8,2
4,11,883.9367537878636,0.7758049441090524,0.19616822836454786,2,D+,true,8,2
4,11,956.7576034429703,0.7758049441090524,0.19616822836454786,2,C-,false,8,2
4,11,1030.1720681582863,0.7758049441090524,0.19616822836454786,2,C,false,8,2
4,11,1107.612403245758,0.7758049441090524,0.19616822836454786,2,C+,false,8,2
4,11,1181.7781411236188,0.7758049441090524,0.19616822836454786,2,C,false,8,2
4,11,1257.2456286959298,0.7758049441090524,0.19616822836454786,2,C,false,8,2
4,11,1330.99490830481,0.7758049441090524,0.19616822836454786,2,C,false,8,2
4,11,1407.7505782614294,0.7758049441090524,0.19616822836454786,2,C,false,8,2
4,11,1487.4621476757643,0.7758049441090524,0.19616822836454786,2,C+,false,8,2
4,11,1562.7698817820296,0.7758049441090524,0.19616822836454786,2,C,false,8,2
