group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
5,0,4,1,0.500000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
5,0,4,1,0.250000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,0.250000,13
5,0,4,1,1.000000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
5,0,4,1,1.000000,13
