% Base Parameters: gridHeight = 100, gridWidth = 100, min_distance_groups = 5, num_groups = 13, num_agents_per_group = 5, max_strikes = 3, mean_tolerance = 1.0, std_tolerance = 0.2, mean_value = 1.0, std_value = 0.2, agent_std_value = 0.1, prop_deviant = 0.2, deviant_mean_tolerance = 2.0, 

% Random Parameters: 
% Test Parameters:
%deviant_mean_tolerance = [2.0, 0.5]
% ,,Test Parameters,Results
Seed,Timestep,deviant_mean_tolerance,num_deviants,num_standards,avg_deviant_payoff,avg_standard_payoff,
1,0,2.0,14,51,0.0,0.0,
1,1,2.0,14,51,1.0149614810943606,1.0125697827806652,
1,2,2.0,14,51,2.026312875747681,2.01180372612149,
1,3,2.0,14,51,3.0268000398363393,3.0108495917974722,
1,4,2.0,14,51,4.044495221546718,4.018737677031871,
1,5,2.0,14,51,5.050777224131993,5.015321256600174,
1,6,2.0,14,51,6.069530950273788,6.034675760830147,
1,7,2.0,14,51,7.089573499134607,7.034217110802147,
1,8,2.0,14,51,8.076649917875018,8.003297731923118,
1,9,2.0,14,51,9.097101061684745,9.005658971562102,
1,10,2.0,14,51,10.119824450356619,10.017232472288843,
1,11,2.0,14,51,11.129334408896312,11.02622555938421,
1,12,2.0,14,51,12.137052624566214,12.045516111336498,
1,13,2.0,14,51,13.142798621313913,13.057509050182276,
1,14,2.0,14,51,14.160307816096717,14.0694670677185,
1,15,2.0,14,51,15.150216484069826,15.06704730426564,
1,16,2.0,14,51,16.162550660542085,16.08470909081252,
1,17,2.0,14,51,17.17454641205924,17.095316774704873,
1,18,2.0,14,51,18.153467110225133,18.070502987094955,
1,19,2.0,14,51,19.153334617614746,19.06587113118638,
1,20,2.0,14,51,20.171735681806293,20.05829553884618,
1,21,2.0,14,51,21.18135956355503,21.062021540660492,
1,22,2.0,14,51,22.22404044015067,22.09291445507723,
1,23,2.0,14,51,23.24613978522165,23.109807696061967,
1,24,2.0,14,51,24.244744927542552,24.1231405697617,
1,25,2.0,14,51,25.29329056739807,25.13989266133777,
1,26,2.0,14,51,26.31634084837778,26.1408074762307,
1,27,2.0,14,51,27.302240712302076,27.127379482867674,
1,28,2.0,14,51,28.302275351115636,28.146805192909998,
1,29,2.0,14,51,29.329498270579744,29.169932866563997,
1,30,2.0,14,51,30.346108566011704,30.178636861314963,
1,31,2.0,14,51,31.361730221339638,31.18754849153405,
1,32,2.0,14,51,32.35767286845616,32.18285526294335,
1,33,2.0,14,51,33.390175274440224,33.20934172705108,
1,34,2.0,14,51,34.43366951942444,34.224827503690534,
1,35,2.0,14,51,35.44269305637905,35.22470086883096,
1,36,2.0,14,51,36.44490509714399,36.218374681472795,
1,37,2.0,14,51,37.448231233869286,37.21205375802283,
1,38,2.0,14,51,38.46459127153669,38.21686331711564,
1,39,2.0,14,51,39.483063575199665,39.231941298877494,
1,40,2.0,14,51,40.50144935335432,40.24012682765138,
1,41,2.0,14,51,41.52327149936131,41.247267968981895,
1,42,2.0,14,51,42.53117848123822,42.250262595158,
1,43,2.0,14,51,43.52386790684291,43.246443731644575,
1,44,2.0,14,51,44.534240470613746,44.253716360353955,
1,45,2.0,14,51,45.538222408294686,45.25121878829653,
1,46,2.0,14,51,46.53749049050468,46.265536354102366,
1,47,2.0,14,51,47.54100706236703,47.26657013706136,
1,48,2.0,14,51,48.53349175453185,48.25881361774375,
1,49,2.0,14,51,49.54554191998073,49.26825286734342,
1,50,2.0,14,51,50.57787657465253,50.2835775571711,
1,51,2.0,14,51,51.60284521920341,51.283704221949826,
1,52,2.0,14,51,52.61361920492991,52.29456414521911,
1,53,2.0,14,51,53.638843856539054,53.29778312795301,
1,54,2.0,14,51,54.65288579123361,54.314803250630675,
1,55,2.0,14,51,55.65671877861024,55.31648302171744,
1,56,2.0,14,51,56.644884048189446,56.301096647860916,
1,57,2.0,14,51,57.65584947041105,57.30540674901474,
1,58,2.0,14,51,58.6649293082101,58.298334466709825,
1,59,2.0,14,51,59.65426440238953,59.26756872756812,
1,60,2.0,14,51,60.665780735015865,60.27485767906788,
1,61,2.0,14,51,61.702036101477496,61.306499515795224,
1,62,2.0,14,51,62.71071397917611,62.32252390805414,
1,63,2.0,14,51,63.7019996711186,63.3170176936131,
1,64,2.0,14,51,64.71034947804043,64.30761398427627,
1,65,2.0,14,51,65.72539021628243,65.31242628097532,
1,66,2.0,14,51,66.74930432183403,66.31932845022163,
1,67,2.0,14,51,67.7802329676492,67.33066219629025,
1,68,2.0,14,51,68.79419576781137,68.34109731375004,
1,69,2.0,14,51,69.81443554333279,69.36036937564029,
1,70,2.0,14,51,70.82852434430805,70.34895102370014,
1,71,2.0,14,51,71.82752125603814,71.34951059491027,
1,72,2.0,14,51,72.83728876113892,72.34720237395344,
1,73,2.0,14,51,73.86767180987769,73.36222464056581,
1,74,2.0,14,51,74.87938108444216,74.36141815185543,
1,75,2.0,14,51,75.89359468732562,75.37482358521106,
1,76,2.0,14,51,76.91445995058334,76.39069423301548,
1,77,2.0,14,51,77.9023371764592,77.38121568455418,
1,78,2.0,14,51,78.91140692574638,78.37400399002374,
1,79,2.0,14,51,79.92139510427204,79.3651776856067,
1,80,2.0,14,51,80.94829144477845,80.37388708825205,
1,81,2.0,14,51,81.95703563008989,81.3933262394924,
1,82,2.0,14,51,82.96947676113676,82.38457302205704,
1,83,2.0,14,51,84.01176389966693,83.41063294130214,
1,84,2.0,14,51,85.03210141999382,84.4198001524981,
1,85,2.0,14,51,86.03706124169484,85.40913959764964,
1,86,2.0,14,51,87.06320153645106,86.4216819305046,
1,87,2.0,14,51,88.09342461994717,87.42382180176533,
1,88,2.0,14,51,89.1372066497803,88.44730739687007,
1,89,2.0,14,51,90.14416307040626,89.43227367120639,
1,90,2.0,14,51,91.17936615262714,90.44593226021414,
1,91,2.0,14,51,92.18088854381017,91.44643090939985,
1,92,2.0,14,51,93.17130759784155,92.44433728853862,
1,93,2.0,14,51,94.15465451649257,93.41404612017622,
1,94,2.0,14,51,95.18948391505651,94.43230612605221,
1,95,2.0,14,51,96.17221977370127,95.4216451588799,
1,96,2.0,14,51,97.17418415887015,96.41732094147632,
1,97,2.0,14,51,98.16471514020647,97.42449362511732,
1,98,2.0,14,51,99.1791457925524,98.43757002587408,
1,99,2.0,14,51,100.1982343673706,99.46424078099867,
1,100,2.0,14,51,101.22391044071742,100.48810890422143,
1,0,0.5,14,51,0.0,0.0,
1,1,0.5,14,51,1.0149614810943606,1.0125697827806652,
1,2,0.5,14,51,2.026312875747681,2.01180372612149,
1,3,0.5,14,51,3.0464692422321873,3.0216483695834273,
1,4,0.5,14,51,3.978316189561572,4.026300779510945,
1,5,0.5,14,51,4.9009389434541974,5.021425697850243,
1,6,0.5,14,51,5.848600494861604,6.036705220446869,
1,7,0.5,14,51,6.855299486837671,7.03990947826236,
1,8,0.5,14,51,7.846778702951636,8.007781472860596,
1,9,0.5,14,51,8.84216053359238,8.992159749713595,
1,10,0.5,14,51,9.770682258702022,9.973785365562817,
1,11,0.5,14,51,10.725744464152898,10.994915987229819,
1,12,0.5,14,51,11.651018029036539,12.00113932642282,
1,13,0.5,14,51,12.67487706207273,13.018827740117613,
1,14,0.5,14,51,13.606024225327603,14.026545434605842,
1,15,0.5,14,51,14.521859638238613,15.014578542756098,
1,16,0.5,14,51,15.442605320954982,16.010097478651534,
1,17,0.5,14,51,16.445444420493676,17.017396805099413,
1,18,0.5,14,51,17.373750811051643,18.02180748850691,
1,19,0.5,14,51,18.38538084591846,19.01802352292865,
1,20,0.5,14,51,19.387152157873683,20.01483341128218,
1,21,0.5,14,51,20.41303075819575,21.03025039294186,
1,22,0.5,14,51,21.42218474222083,22.03668099735299,
1,23,0.5,14,51,22.46507059922096,23.047868157134335,
1,24,0.5,14,51,23.388971360144073,24.057433981755192,
1,25,0.5,14,51,24.31336639854445,25.07032615647598,
1,26,0.5,14,51,25.336682220593445,26.08903209952746,
1,27,0.5,14,51,26.26424121488667,27.088930254590288,
1,28,0.5,14,51,27.199726133412906,28.08824138430988,
1,29,0.5,14,51,28.140248871426856,29.09747765484977,
1,30,0.5,14,51,29.110977323291912,30.1179494745591,
1,31,0.5,14,51,30.108669239277056,31.098094631176373,
1,32,0.5,14,51,31.050376242393668,32.10103726667515,
1,33,0.5,14,51,31.972191239249266,33.083245632695224,
1,34,0.5,14,51,32.99306821696415,34.09889220536924,
1,35,0.5,14,51,33.98079754143025,35.074484483868446,
1,36,0.5,14,51,34.9889114204094,36.07056522836872,
1,37,0.5,14,51,35.90133015713972,37.07713108997718,
1,38,0.5,14,51,36.899972865812835,38.063653233939526,
1,39,0.5,14,51,37.83454611426733,39.08355983706082,
1,40,0.5,14,51,38.76001625186347,40.08892968074945,
1,41,0.5,14,51,39.69188667661093,41.095175135369395,
1,42,0.5,14,51,40.707252710010074,42.10510496625714,
1,43,0.5,14,51,41.62621179458899,43.096487024251154,
1,44,0.5,14,51,42.65092656641808,44.10758475789835,
1,45,0.5,14,51,43.57800817859634,45.10398940759547,
1,46,0.5,14,51,44.60749326140768,46.1078512355393,
1,47,0.5,14,51,45.53293388108074,47.10187829803017,
1,48,0.5,14,51,46.47480948530154,48.10367590586341,
1,49,0.5,14,51,47.48842670365059,49.11228796267039,
1,50,0.5,14,51,48.493832819327245,50.10620616417305,
1,51,0.5,14,51,49.41182215506858,51.111109243187215,
1,52,0.5,14,51,50.44223372472761,52.12175518811915,
1,53,0.5,14,51,51.373760394161756,53.12261717646729,
1,54,0.5,14,51,52.36351941595964,54.10839017559497,
1,55,0.5,14,51,53.2871232571963,55.10995911944148,
1,56,0.5,14,51,54.23216163202901,56.11821236049425,
1,57,0.5,14,51,55.22387897717723,57.10101266608519,
1,58,0.5,14,51,56.13438659826117,58.09196093830406,
1,59,0.5,14,51,57.06451964638684,59.08541916865932,
1,60,0.5,14,51,57.991374311325615,60.102653965295524,
1,61,0.5,14,51,58.922319377368936,61.097087842342894,
1,62,0.5,14,51,59.924338065246516,62.10646987943085,
1,63,0.5,14,51,60.91837278509662,63.10315331337498,
1,64,0.5,14,51,61.84115860197046,64.09786893199475,
1,65,0.5,14,51,62.7685458020535,65.10452465403314,
1,66,0.5,14,51,63.67781687880086,66.10791973272957,
1,67,0.5,14,51,64.60393193695047,67.11205887887995,
1,68,0.5,14,51,65.52125518567746,68.11085383658317,
1,69,0.5,14,51,66.50158764364372,69.1043266315086,
1,70,0.5,14,51,67.44510194814538,70.11714977610347,
1,71,0.5,14,51,68.47502367632781,71.13839066753205,
1,72,0.5,14,51,69.47625067705972,72.13518247534248,
1,73,0.5,14,51,70.42452695841652,73.14808441727769,
1,74,0.5,14,51,71.35161570441927,74.14691995990043,
1,75,0.5,14,51,72.28885673245567,75.16207585919135,
1,76,0.5,14,51,73.22291400734221,76.17062918508752,
