% Base Parameters: gridHeight = 100, gridWidth = 100, min_distance_groups = 5, num_groups = 13, num_agents_per_group = 5, max_strikes = 3, mean_tolerance = 1.0, std_tolerance = 0.2, mean_value = 1.0, std_value = 0.2, agent_std_value = 0.1, prop_deviant = 0.2, deviant_mean_tolerance = 2.0, 

% Random Parameters: 
% Test Parameters:
%deviant_mean_tolerance = [2.0, 0.5]
% ,,Test Parameters,Results
Seed,Timestep,deviant_mean_tolerance,num_deviants,num_standards,avg_deviant_payoff,avg_standard_payoff,
1,77,0.5,14,51,74.15110308574133,77.14753783941265,
1,78,0.5,14,51,75.09868540213995,78.13302601014868,
1,79,0.5,14,51,76.01594495734352,79.12733981632718,
1,80,0.5,14,51,76.93102181770325,80.13535357666952,
1,81,0.5,14,51,77.95690755985173,81.14590261800618,
1,82,0.5,14,51,78.88387390516193,82.12992633347419,
1,83,0.5,14,51,79.89517268573414,83.15784857436724,
1,84,0.5,14,51,80.8406022799103,84.16529667821587,
1,85,0.5,14,51,81.77031257613245,85.16902652371165,
1,86,0.5,14,51,82.78284919861396,86.16854443620228,
1,87,0.5,14,51,83.8021932789911,87.17167911412665,
1,88,0.5,14,51,84.71319966663357,88.16551223853061,
1,89,0.5,14,51,85.60645395183285,89.143746074742,
1,90,0.5,14,51,86.54263401889524,90.15423123205403,
1,91,0.5,14,51,87.55156488939222,91.16010554327679,
1,92,0.5,14,51,88.4678074411958,92.14769735593423,
1,93,0.5,14,51,89.48249920696357,93.15399112117056,
1,94,0.5,14,51,90.401358533803,94.15555521764006,
1,95,0.5,14,51,91.39166683850958,95.15192992102865,
1,96,0.5,14,51,92.41963793849952,96.16072310630015,
1,97,0.5,14,51,93.37649874816634,97.14923455785302,
1,98,0.5,14,51,94.31949339893895,98.170747766074,
1,99,0.5,14,51,95.25656463292675,99.19024281501767,
1,100,0.5,14,51,96.1901078041282,100.20435012649084,
