# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
# letter_grades: true
# grading_error_alpha: 150.0
# grading_error_beta: 150.0
# agent_effort_alpha: 5.0
# agent_effort_beta: 3.0
# agent_std_effort: 0.01
# divorce_constant: 100.0
# agent_tolerance_alpha: 3.0
# agent_tolerance_beta: 5.0
# currseed: 1
group_count,group_payoff,step_grade,loafing_detected
3,62.3224512711675,D-,false
3,60.52071167514098,D-,false
3,57.72752168061197,F+,false
3,60.16056806861663,D-,false
3,61.220018802796304,D-,false
4,56.84028046600231,F,false
4,68.81018411684671,D+,false
4,69.52244140965182,D+,false
4,64.3493549881119,D,false
4,66.14537120141269,D,true
4,69.47319447774055,D+,true
3,68.06074465854864,D+,false
2,58.77146286098096,F+,true
2,52.57488356827507,F-,false
2,53.2914886361536,F,false
2,48.884712859800445,F-,false
2,50.12534411069262,F-,false
3,52.21055805379419,F-,false
3,61.97953010485907,D-,false
3,62.002686589406316,D-,false
2,62.47846550817495,D-,false
2,51.200070697520104,F-,false
2,50.54394928756406,F-,false
2,49.418663966025946,F-,false
2,47.03911522515565,F-,false
2,50.7084846420596,F-,false
2,51.784760541720175,F-,false
2,48.808137551793024,F-,false
2,50.78887942812265,F-,false
2,52.73115638942304,F-,false
3,49.66961498031201,F-,false
3,63.58146873382498,D,false
3,68.81894007086937,D+,true
2,67.39032594266783,D+,true
2,47.47511050903661,F-,false
3,50.346559429372064,F-,false
3,62.7632252706538,D-,false
4,65.08011809117492,D,true
4,68.33600708580477,D+,false
4,65.65986308547136,D,false
4,66.81310085355648,D,false
3,68.49002721700312,D+,false
3,59.73051995163509,F+,false
3,60.54048682727156,D-,false
2,58.46308600950445,F+,false
2,48.25731444829,F-,false
2,47.76214803923834,F-,false
2,49.522015793694585,F-,false
2,48.66089257566436,F-,false
2,48.98780364801782,F-,false
2,48.92802990635307,F-,false
2,47.464331696770806,F-,false
2,51.09533015954929,F-,false
2,50.54726227900008,F-,false
2,48.6315899045562,F-,false
2,50.0322736078571,F-,false
2,52.690820446469935,F-,false
2,50.271364749190376,F-,false
2,50.32086652683759,F-,false
2,49.73292279823334,F-,false
2,50.955616413970596,F-,false
2,49.36224718781879,F-,false
3,52.113254822714964,F-,false
3,65.8209836462839,D,true
3,63.35083889529185,D,false
2,59.694180927278126,F+,false
2,49.05003695990088,F-,false
2,49.52369767666682,F-,false
2,49.193019157444205,F-,false
2,53.95085757130316,F,false
2,50.267745130431905,F-,false
3,49.88325679215813,F-,false
3,64.75323537562207,D,true
3,65.81806155489211,D,false
2,65.43577793603342,D,true
2,49.112425861982764,F-,false
2,50.62132050956306,F-,false
2,48.899963594494594,F-,false
2,45.67264244559684,F-,false
2,49.500336958545454,F-,false
2,48.65712377608257,F-,false
2,51.79572793113265,F-,false
2,54.83841285783896,F,false
2,49.88021087581702,F-,false
2,46.86267409222709,F-,false
2,52.572156253624854,F-,false
2,49.96925601006466,F-,false
2,50.17134887114132,F-,false
2,51.5019009435685,F-,false
3,50.326549358853,F-,false
3,65.39749021197903,D,false
3,62.05454058391049,D-,true
2,66.56876593527439,D,false
2,52.97466034758496,F-,false
2,51.49396837958652,F-,false
2,51.54786354583847,F-,false
2,51.391390266028715,F-,false
2,48.84280121681672,F-,false
2,53.453146845266716,F,false
2,49.54876004821136,F-,false
2,46.57236190001858,F-,false
2,51.52970754058829,F-,false
2,49.2814531149181,F-,false
2,51.97251343149988,F-,false
2,46.45367978646614,F-,false
3,51.29386356143212,F-,false
