# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
# letter_grades: true
# grading_error_alpha: 150.0
# grading_error_beta: 150.0
# agent_effort_alpha: 5.0
# agent_effort_beta: 3.0
# agent_std_effort: 0.01
# divorce_constant: 100.0
# agent_tolerance_alpha: 3.0
# agent_tolerance_beta: 5.0
# currseed: 1
group_count,group_payoff,step_grade,loafing_detected
3,59.96649161923061,F+,false
3,61.16188623087406,D-,false
3,59.19066536400106,F+,false
3,60.26465833025366,D-,false
3,60.1712899265325,D-,true
2,60.232900132184334,D-,false
2,52.157948584100644,F-,false
2,51.30823296420285,F-,false
1,51.61846509789465,F-,true
1,34.23561443338875,F-,false
1,33.858807543296095,F-,false
1,33.84777947104961,F-,false
1,32.91355438230005,F-,false
1,34.55738759256235,F-,false
2,35.5528034113093,F-,false
2,64.36900916106386,D,true
2,61.010570751937955,D-,false
1,60.52631359868358,D-,false
1,34.26017463623608,F-,false
1,33.93284247313601,F-,false
1,35.149199819865224,F-,false
1,36.51767511578196,F-,false
1,34.10173977119992,F-,false
1,34.895037273074685,F-,false
1,31.8899084763891,F-,false
1,36.228909149918415,F-,false
1,37.33240239536734,F-,false
1,35.93262959800889,F-,false
1,34.096537492623774,F-,false
1,33.596992302865345,F-,false
1,32.54706220332025,F-,false
1,35.225684076500144,F-,false
2,34.169750198268076,F-,false
2,66.09087560529036,D,false
2,63.51162805473437,D,false
2,65.5849290399241,D,false
2,60.43699560999464,D-,true
2,63.48772681575259,D,true
1,62.651158294857886,D-,true
1,32.37099591144988,F-,false
1,32.453118384269615,F-,false
2,37.92056586472189,F-,false
2,63.0219437597278,D,true
2,62.39758654684324,D-,true
1,62.16084720286855,D-,false
2,35.054652071855465,F-,false
2,63.455165486491325,D,true
2,66.43126267968947,D,true
1,67.65989407114846,D+,false
1,34.19792300014188,F-,false
2,34.680926459241725,F-,false
2,61.419923639400096,D-,false
3,61.566185295954554,D-,false
2,65.46102822131506,D,false
2,53.50962289101013,F,false
2,59.103841697429594,F+,false
2,55.747572457347474,F,true
2,62.21621794644952,D-,false
2,60.53076054179948,D-,true
1,66.63416925324687,D,true
2,31.50701995400713,F-,false
2,67.13901267190985,D+,true
2,63.79057113694414,D,false
1,62.31962498312205,D-,true
