# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
# letter_grades: true
# grading_error_alpha: 150.0
# grading_error_beta: 150.0
# agent_effort_alpha: 5.0
# agent_effort_beta: 3.0
# agent_std_effort: 0.01
# divorce_constant: 100.0
# agent_tolerance_alpha: 3.0
# agent_tolerance_beta: 5.0
# currseed: 1
group_count,group_payoff,step_grade,loafing_detected
3,56.87740815871383,F,false
3,59.06352792153115,F+,true
2,58.03811293897828,F+,false
2,51.23696910478465,F-,true
2,51.82709255067661,F-,true
1,53.83846446383238,F,false
1,29.297220064774514,F-,false
1,29.35113605646939,F-,false
2,32.057743508237614,F-,false
2,51.93118387111435,F-,false
2,50.65451404792448,F-,true
1,52.0356938551667,F-,true
1,30.23204500527553,F-,false
3,29.386167242908108,F-,false
3,64.04447417015099,D,true
3,63.559819648043245,D,false
2,64.72604817538826,D,false
2,46.51238826510515,F-,false
3,46.443086779405846,F-,false
2,56.52001868898896,F,true
2,53.132975372153744,F,true
1,54.225520766810995,F,true
1,29.560690225319235,F-,false
2,28.53540158698574,F-,false
2,60.95687891434242,D-,true
2,60.738470749584614,D-,true
2,62.04229765348466,D-,true
2,59.0146339060602,F+,true
2,58.363191887334324,F+,true
1,62.66414840792534,D-,false
1,27.975113376910414,F-,false
2,28.04704356235816,F-,false
2,57.086178177397514,F+,false
2,53.4416671533053,F,false
1,56.06322146560666,F,false
1,28.47663793697978,F-,false
1,28.044691947065658,F-,false
1,27.694729674421513,F-,false
1,28.175723134004212,F-,false
2,29.341769250491062,F-,false
2,60.701402470861346,D-,true
2,61.70155906590282,D-,false
1,63.35815266547019,D,true
1,26.765771467479084,F-,false
1,27.432846143509497,F-,false
1,27.207802729559877,F-,false
1,28.682803963405938,F-,false
2,28.104208101314775,F-,false
3,63.686040918669505,D,false
3,71.45045233696776,C-,true
2,71.87278124295565,C-,true
1,62.678735786699136,D-,true
1,29.06249221687619,F-,false
1,29.44674947549811,F-,false
2,27.070755524682138,F-,false
2,53.05229240832164,F,false
3,53.77076004149832,F,false
3,65.14178032620201,D,false
3,64.70938493077085,D,false
3,67.28770997114519,D+,false
2,62.21633766215895,D-,true
2,53.14553985457471,F,false
1,49.98703310081514,F-,false
1,30.018032558365025,F-,false
1,29.162326054730332,F-,false
1,29.04715184445824,F-,false
2,29.08338394293462,F-,false
2,59.39007860957497,F+,false
2,58.51750244876294,F+,true
1,61.011765113564195,D-,false
1,26.477581493034887,F-,false
1,30.731226428827423,F-,false
1,28.802953727852643,F-,false
2,29.041476965487977,F-,false
2,57.50690947494274,F+,true
2,59.89123637335828,F+,true
1,58.95205000361988,F+,false
1,28.738586844226475,F-,false
1,30.098944217548016,F-,false
1,29.44208321743328,F-,false
2,30.116670625900475,F-,false
3,61.06602632139273,D-,true
3,71.44042725008504,C-,true
4,77.11703802201727,C+,false
2,72.69739864207084,C-,true
