group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
4,3,3,1,0.125000,13
4,3,3,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
3,3,2,1,0.125000,13
2,3,1,1,0.125000,13
2,3,1,1,0.125000,13
1,3,1,0,0.125000,13
1,3,1,0,0.125000,13
1,3,1,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
0,3,0,0,0.125000,13
group_count,group_id,num_standards,num_deviants,deviant_mean_tolerance,num_groups
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
5,3,3,2,0.125000,13
4,3,3,1,0.125000,13
3,3,2,1,0.125000,13
