# num_agents: 60
# min_agents_per_group: 3
# max_agents_per_group: 4
# letter_grades: true
# grading_error_alpha: 150.0
# grading_error_beta: 150.0
# agent_effort_alpha: 5.0
# agent_effort_beta: 3.0
# agent_std_effort: 0.01
# divorce_constant: 100.0
# agent_tolerance_alpha: 3.0
# agent_tolerance_beta: 5.0
# currseed: 1
group_count,group_payoff,step_grade,loafing_detected
3,61.82344470629977,D-,false
3,57.36955732090446,F+,false
3,61.26231683662322,D-,false
3,57.81345302449835,F+,false
3,58.936239576206894,F+,false
3,60.311355326930915,D-,false
3,58.82432728026975,F+,false
3,60.87873162245675,D-,false
4,57.612509995767745,F+,false
4,63.55674494776887,D,false
4,63.909072241176986,D,false
4,62.64242542023225,D-,true
4,65.87888628768117,D,false
4,67.98914049941015,D+,false
4,60.371423192131644,D-,false
4,64.49080169627013,D,false
4,67.72962007449125,D+,false
4,63.687042319314656,D,false
3,62.80139134259165,D-,true
4,60.852171019743686,D-,false
4,65.48620698212045,D,false
4,69.34807346753638,D+,false
3,67.02929758138325,D+,true
3,60.72377858547562,D-,false
3,61.70183932446906,D-,false
3,60.186980446235516,D-,false
4,60.657012577997016,D-,false
4,64.84618761689285,D,false
4,61.8820422982939,D-,true
4,62.32193280769957,D-,false
4,64.1146708966254,D,false
4,63.28457020168571,D,false
4,65.28349266971263,D,false
4,63.9635816847237,D,false
4,63.849693881097025,D,false
4,64.08867150753291,D,false
4,68.21237447901643,D+,false
3,62.18091203545286,D-,false
3,61.620325101637754,D-,false
4,57.31345325986324,F+,false
4,65.30357019856973,D,false
4,63.345010764602506,D,false
4,66.35253017667213,D,false
4,63.689187304416905,D,false
4,65.35524791817534,D,false
4,63.5584163035923,D,false
4,66.12291245075681,D,false
4,63.31927666350216,D,false
4,63.89609226068435,D,false
4,62.3011632122176,D-,false
4,61.61272854129803,D-,false
3,62.72537620106211,D-,true
3,59.008414897382266,F+,false
3,61.05369501592824,D-,false
3,60.16595146110731,D-,false
3,61.239495234368746,D-,false
3,58.466852131630546,F+,false
3,61.97831876050106,D-,false
3,63.1493920855547,D,false
3,59.46246785290098,F+,false
3,60.40851110281093,D-,false
3,58.74757666807948,F+,false
3,58.80786131010092,F+,false
3,57.70641033926085,F+,false
3,57.90485893153845,F+,false
4,58.770901448058325,F+,false
4,69.14684575206577,D+,false
4,68.4092886027,D+,false
3,68.78137381101516,D+,false
3,58.64388082562992,F+,false
3,64.16258780516212,D,false
3,60.81539881736154,D-,false
3,59.40645278128296,F+,false
3,60.5560915847401,D-,false
3,60.41618232788403,D-,false
3,62.01717716179335,D-,false
3,61.27473348593785,D-,false
3,62.310062012157566,D-,false
3,58.12764838389622,F+,false
3,58.92347789126583,F+,false
3,60.786105752659466,D-,false
4,57.55908592476462,F+,false
4,65.43289024085777,D,false
4,65.31671854443071,D,false
4,64.9357105016362,D,false
4,60.50084456119325,D-,true
4,64.08918113015994,D,false
3,64.45749936063349,D,false
3,60.755699722179976,D-,false
3,60.045063328918935,D-,false
3,58.82419649343022,F+,false
3,60.36813898729194,D-,false
3,60.4641203122247,D-,false
3,59.728564806603025,F+,false
3,57.06735036239851,F+,false
3,60.43782869178007,D-,false
3,59.2697837216648,F+,false
3,58.853616841152125,F+,false
3,57.62307717843147,F+,false
4,58.15632622496688,F+,false
4,70.8018587736419,C-,true
4,67.57997269282208,D+,false
3,66.40957714525143,D,true
3,57.91593007354982,F+,false
3,57.06951887854148,F+,false
3,63.970899749965795,D,false
3,58.19018504859822,F+,false
3,61.63540481204572,D-,false
3,60.42338775207888,D-,false
3,61.68127910099472,D-,false
3,56.81702240653173,F,false
3,56.7276085635162,F,false
3,60.65858549337408,D-,false
4,65.38803879565148,D,false
4,66.29757786430547,D,false
4,61.38474476299266,D-,true
4,64.50662572455667,D,false
4,64.60669201678624,D,false
4,62.819508954473015,D-,false
4,64.02009161018918,D,false
4,65.25108219087574,D,false
4,67.4083613564343,D+,false
3,62.72182193058079,D-,false
4,60.11330972503629,D-,false
4,68.60329139073147,D+,false
4,67.61522023495637,D+,false
4,70.5402872687341,C-,false
4,66.49406098588095,D,false
4,64.44991202218951,D,true
4,65.077471065061,D,false
4,63.286920940403355,D,false
4,66.75824998339812,D,false
4,65.15323201966542,D,false
4,65.30072344238374,D,true
4,64.88165277757693,D,true
3,68.47443353724239,D+,false
3,58.562187882749804,F+,false
3,59.67136849510736,F+,false
4,58.22995579466781,F+,false
4,71.20142970164085,C-,false
4,68.06930429217708,D+,false
3,67.48138566550945,D+,false
3,58.329022170291125,F+,false
3,60.530325988033184,D-,false
3,56.56909577839308,F,false
4,60.436549952479,D-,false
4,68.39049539910079,D+,true
4,65.2851504804095,D,false
